"GEOID","Census_Tract","County","State","Total","Total_Owner","Total_Renter","Owner_Category","Owner_Count","Renter_Category","Renter_Count"
"Census Tract 177.02"," Bronx"," New York",1539,222,222,1317,"Owner",0,"Renter",NA
"Census Tract 177.02"," Bronx"," New York",1539,222,222,1317,"Owner",1317,"Renter",0
"Census Tract 177.02"," Bronx"," New York",1539,222,222,1317,"Owner",1317,"Renter",NA
"Census Tract 177.02"," Richmond"," New York",944,798,798,146,"Owner",0,"Renter",0
"Census Tract 177.02"," Richmond"," New York",944,798,798,146,"Owner",0,"Renter",NA
"Census Tract 177.02"," Richmond"," New York",944,798,798,146,"Owner",146,"Renter",0
"Census Tract 177.02"," Richmond"," New York",944,798,798,146,"Owner",146,"Renter",NA
"Census Tract 178"," Kings"," New York",896,309,309,587,"Owner",0,"Renter",0
"Census Tract 178"," Kings"," New York",896,309,309,587,"Owner",0,"Renter",NA
"Census Tract 178"," Kings"," New York",896,309,309,587,"Owner",587,"Renter",0
"Census Tract 178"," Kings"," New York",896,309,309,587,"Owner",587,"Renter",NA
"Census Tract 178"," New York"," New York",1908,147,147,1732,"Owner",0,"Renter",29
"Census Tract 178"," New York"," New York",1908,147,147,1732,"Owner",0,"Renter",NA
"Census Tract 178"," New York"," New York",1908,147,147,1732,"Owner",1761,"Renter",29
"Census Tract 178"," New York"," New York",1908,147,147,1732,"Owner",1761,"Renter",NA
"Census Tract 178"," Queens"," New York",581,464,464,117,"Owner",0,"Renter",0
"Census Tract 178"," Queens"," New York",581,464,464,117,"Owner",0,"Renter",NA
"Census Tract 178"," Queens"," New York",581,464,464,117,"Owner",117,"Renter",0
"Census Tract 178"," Queens"," New York",581,464,464,117,"Owner",117,"Renter",NA
"Census Tract 179"," Kings"," New York",1566,544,544,1022,"Owner",0,"Renter",0
"Census Tract 179"," Kings"," New York",1566,544,544,1022,"Owner",0,"Renter",NA
"Census Tract 179"," Kings"," New York",1566,544,544,1022,"Owner",1022,"Renter",0
"Census Tract 179"," Kings"," New York",1566,544,544,1022,"Owner",1022,"Renter",NA
"Census Tract 179"," New York"," New York",4205,1430,1430,2550,"Owner",0,"Renter",225
"Census Tract 179"," New York"," New York",4205,1430,1430,2550,"Owner",0,"Renter",NA
"Census Tract 179"," New York"," New York",4205,1430,1430,2550,"Owner",2775,"Renter",225
"Census Tract 179"," New York"," New York",4205,1430,1430,2550,"Owner",2775,"Renter",NA
"Census Tract 179.01"," Bronx"," New York",1605,116,108,1489,"Owner",8,"Renter",0
"Census Tract 179.01"," Bronx"," New York",1605,116,108,1489,"Owner",8,"Renter",NA
"Census Tract 179.01"," Bronx"," New York",1605,116,108,1489,"Owner",1489,"Renter",0
"Census Tract 179.01"," Bronx"," New York",1605,116,108,1489,"Owner",1489,"Renter",NA
"Census Tract 179.01"," Queens"," New York",429,44,44,385,"Owner",0,"Renter",0
"Census Tract 179.01"," Queens"," New York",429,44,44,385,"Owner",0,"Renter",NA
"Census Tract 179.01"," Queens"," New York",429,44,44,385,"Owner",385,"Renter",0
"Census Tract 179.01"," Queens"," New York",429,44,44,385,"Owner",385,"Renter",NA
"Census Tract 179.02"," Bronx"," New York",1252,0,0,1252,"Owner",0,"Renter",0
"Census Tract 179.02"," Bronx"," New York",1252,0,0,1252,"Owner",0,"Renter",NA
"Census Tract 179.02"," Bronx"," New York",1252,0,0,1252,"Owner",1252,"Renter",0
"Census Tract 179.02"," Bronx"," New York",1252,0,0,1252,"Owner",1252,"Renter",NA
"Census Tract 179.02"," Queens"," New York",5,5,5,0,"Owner",0,"Renter",0
"Census Tract 179.02"," Queens"," New York",5,5,5,0,"Owner",0,"Renter",NA
"Census Tract 179.02"," Queens"," New York",5,5,5,0,"Owner",0,"Renter",0
"Census Tract 179.02"," Queens"," New York",5,5,5,0,"Owner",0,"Renter",NA
"Census Tract 18"," New York"," New York",3095,181,181,2914,"Owner",0,"Renter",0
"Census Tract 18"," New York"," New York",3095,181,181,2914,"Owner",0,"Renter",NA
"Census Tract 18"," New York"," New York",3095,181,181,2914,"Owner",2914,"Renter",0
"Census Tract 18"," New York"," New York",3095,181,181,2914,"Owner",2914,"Renter",NA
"Census Tract 18"," Queens"," New York",817,455,455,362,"Owner",0,"Renter",0
"Census Tract 18"," Queens"," New York",817,455,455,362,"Owner",0,"Renter",NA
"Census Tract 18"," Queens"," New York",817,455,455,362,"Owner",362,"Renter",0
"Census Tract 18"," Queens"," New York",817,455,455,362,"Owner",362,"Renter",NA
"Census Tract 18"," Richmond"," New York",208,5,5,203,"Owner",0,"Renter",0
"Census Tract 18"," Richmond"," New York",208,5,5,203,"Owner",0,"Renter",NA
"Census Tract 18"," Richmond"," New York",208,5,5,203,"Owner",203,"Renter",0
"Census Tract 18"," Richmond"," New York",208,5,5,203,"Owner",203,"Renter",NA
"Census Tract 18.01"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.01"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.01"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.01"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.03"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.04"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.04"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 18.04"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 18.04"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 180"," Kings"," New York",1065,521,521,544,"Owner",0,"Renter",0
"Census Tract 180"," Kings"," New York",1065,521,521,544,"Owner",0,"Renter",NA
"Census Tract 180"," Kings"," New York",1065,521,521,544,"Owner",544,"Renter",0
"Census Tract 180"," Kings"," New York",1065,521,521,544,"Owner",544,"Renter",NA
"Census Tract 180"," New York"," New York",2994,109,109,2831,"Owner",0,"Renter",54
"Census Tract 180"," New York"," New York",2994,109,109,2831,"Owner",0,"Renter",NA
"Census Tract 180"," New York"," New York",2994,109,109,2831,"Owner",2885,"Renter",54
"Census Tract 180"," New York"," New York",2994,109,109,2831,"Owner",2885,"Renter",NA
"Census Tract 180"," Queens"," New York",360,242,242,118,"Owner",0,"Renter",0
"Census Tract 180"," Queens"," New York",360,242,242,118,"Owner",0,"Renter",NA
"Census Tract 180"," Queens"," New York",360,242,242,118,"Owner",118,"Renter",0
"Census Tract 180"," Queens"," New York",360,242,242,118,"Owner",118,"Renter",NA
"Census Tract 181"," Kings"," New York",1969,531,531,1438,"Owner",0,"Renter",0
"Census Tract 181"," Kings"," New York",1969,531,531,1438,"Owner",0,"Renter",NA
"Census Tract 181"," Kings"," New York",1969,531,531,1438,"Owner",1438,"Renter",0
"Census Tract 181"," Kings"," New York",1969,531,531,1438,"Owner",1438,"Renter",NA
"Census Tract 181"," New York"," New York",4264,1375,1375,2889,"Owner",0,"Renter",0
"Census Tract 181"," New York"," New York",4264,1375,1375,2889,"Owner",0,"Renter",NA
"Census Tract 181"," New York"," New York",4264,1375,1375,2889,"Owner",2889,"Renter",0
"Census Tract 181"," New York"," New York",4264,1375,1375,2889,"Owner",2889,"Renter",NA
"Census Tract 181"," Richmond"," New York",1262,911,911,327,"Owner",0,"Renter",24
"Census Tract 181"," Richmond"," New York",1262,911,911,327,"Owner",0,"Renter",NA
"Census Tract 181"," Richmond"," New York",1262,911,911,327,"Owner",351,"Renter",24
"Census Tract 181"," Richmond"," New York",1262,911,911,327,"Owner",351,"Renter",NA
"Census Tract 181.01"," Bronx"," New York",1009,57,57,952,"Owner",0,"Renter",0
"Census Tract 181.01"," Bronx"," New York",1009,57,57,952,"Owner",0,"Renter",NA
"Census Tract 181.01"," Bronx"," New York",1009,57,57,952,"Owner",952,"Renter",0
"Census Tract 181.01"," Bronx"," New York",1009,57,57,952,"Owner",952,"Renter",NA
"Census Tract 181.01"," Queens"," New York",1721,110,110,1591,"Owner",0,"Renter",20
"Census Tract 181.01"," Queens"," New York",1721,110,110,1591,"Owner",0,"Renter",NA
"Census Tract 181.01"," Queens"," New York",1721,110,110,1591,"Owner",1611,"Renter",20
"Census Tract 181.01"," Queens"," New York",1721,110,110,1591,"Owner",1611,"Renter",NA
"Census Tract 181.02"," Bronx"," New York",2100,55,55,2045,"Owner",0,"Renter",0
"Census Tract 181.02"," Bronx"," New York",2100,55,55,2045,"Owner",0,"Renter",NA
"Census Tract 181.02"," Bronx"," New York",2100,55,55,2045,"Owner",2045,"Renter",0
"Census Tract 181.02"," Bronx"," New York",2100,55,55,2045,"Owner",2045,"Renter",NA
"Census Tract 181.02"," Queens"," New York",1685,250,250,1435,"Owner",0,"Renter",0
"Census Tract 181.02"," Queens"," New York",1685,250,250,1435,"Owner",0,"Renter",NA
"Census Tract 181.02"," Queens"," New York",1685,250,250,1435,"Owner",1435,"Renter",0
"Census Tract 181.02"," Queens"," New York",1685,250,250,1435,"Owner",1435,"Renter",NA
"Census Tract 182"," Kings"," New York",1109,522,522,587,"Owner",0,"Renter",0
"Census Tract 182"," Kings"," New York",1109,522,522,587,"Owner",0,"Renter",NA
"Census Tract 182"," Kings"," New York",1109,522,522,587,"Owner",587,"Renter",0
"Census Tract 182"," Kings"," New York",1109,522,522,587,"Owner",587,"Renter",NA
"Census Tract 182"," New York"," New York",2993,60,60,2894,"Owner",0,"Renter",39
"Census Tract 182"," New York"," New York",2993,60,60,2894,"Owner",0,"Renter",NA
"Census Tract 182"," New York"," New York",2993,60,60,2894,"Owner",2933,"Renter",39
"Census Tract 182"," New York"," New York",2993,60,60,2894,"Owner",2933,"Renter",NA
"Census Tract 182"," Queens"," New York",671,531,531,140,"Owner",0,"Renter",0
"Census Tract 182"," Queens"," New York",671,531,531,140,"Owner",0,"Renter",NA
"Census Tract 182"," Queens"," New York",671,531,531,140,"Owner",140,"Renter",0
"Census Tract 182"," Queens"," New York",671,531,531,140,"Owner",140,"Renter",NA
"Census Tract 183"," Kings"," New York",1162,393,393,749,"Owner",0,"Renter",20
"Census Tract 183"," Kings"," New York",1162,393,393,749,"Owner",0,"Renter",NA
"Census Tract 183"," Kings"," New York",1162,393,393,749,"Owner",769,"Renter",20
"Census Tract 183"," Kings"," New York",1162,393,393,749,"Owner",769,"Renter",NA
"Census Tract 183"," New York"," New York",3644,1237,1237,2184,"Owner",0,"Renter",223
"Census Tract 183"," New York"," New York",3644,1237,1237,2184,"Owner",0,"Renter",NA
"Census Tract 183"," New York"," New York",3644,1237,1237,2184,"Owner",2407,"Renter",223
"Census Tract 183"," New York"," New York",3644,1237,1237,2184,"Owner",2407,"Renter",NA
"Census Tract 183"," Queens"," New York",2586,803,803,1783,"Owner",0,"Renter",0
"Census Tract 183"," Queens"," New York",2586,803,803,1783,"Owner",0,"Renter",NA
"Census Tract 183"," Queens"," New York",2586,803,803,1783,"Owner",1783,"Renter",0
"Census Tract 183"," Queens"," New York",2586,803,803,1783,"Owner",1783,"Renter",NA
"Census Tract 183.01"," Bronx"," New York",2074,432,432,1642,"Owner",0,"Renter",0
"Census Tract 183.01"," Bronx"," New York",2074,432,432,1642,"Owner",0,"Renter",NA
"Census Tract 183.01"," Bronx"," New York",2074,432,432,1642,"Owner",1642,"Renter",0
"Census Tract 183.01"," Bronx"," New York",2074,432,432,1642,"Owner",1642,"Renter",NA
"Census Tract 183.02"," Bronx"," New York",1406,60,60,1339,"Owner",0,"Renter",7
"Census Tract 183.02"," Bronx"," New York",1406,60,60,1339,"Owner",0,"Renter",NA
"Census Tract 183.02"," Bronx"," New York",1406,60,60,1339,"Owner",1346,"Renter",7
"Census Tract 183.02"," Bronx"," New York",1406,60,60,1339,"Owner",1346,"Renter",NA
"Census Tract 184"," Bronx"," New York",1438,615,586,823,"Owner",29,"Renter",0
"Census Tract 184"," Bronx"," New York",1438,615,586,823,"Owner",29,"Renter",NA
"Census Tract 184"," Bronx"," New York",1438,615,586,823,"Owner",823,"Renter",0
"Census Tract 184"," Bronx"," New York",1438,615,586,823,"Owner",823,"Renter",NA
"Census Tract 184"," Kings"," New York",824,578,578,246,"Owner",0,"Renter",0
"Census Tract 184"," Kings"," New York",824,578,578,246,"Owner",0,"Renter",NA
"Census Tract 184"," Kings"," New York",824,578,578,246,"Owner",246,"Renter",0
"Census Tract 184"," Kings"," New York",824,578,578,246,"Owner",246,"Renter",NA
"Census Tract 184"," New York"," New York",3277,331,331,2839,"Owner",0,"Renter",107
"Census Tract 184"," New York"," New York",3277,331,331,2839,"Owner",0,"Renter",NA
"Census Tract 184"," New York"," New York",3277,331,331,2839,"Owner",2946,"Renter",107
"Census Tract 184"," New York"," New York",3277,331,331,2839,"Owner",2946,"Renter",NA
"Census Tract 184.01"," Queens"," New York",645,361,361,284,"Owner",0,"Renter",0
"Census Tract 184.01"," Queens"," New York",645,361,361,284,"Owner",0,"Renter",NA
"Census Tract 184.01"," Queens"," New York",645,361,361,284,"Owner",284,"Renter",0
"Census Tract 184.01"," Queens"," New York",645,361,361,284,"Owner",284,"Renter",NA
"Census Tract 184.02"," Queens"," New York",613,478,478,135,"Owner",0,"Renter",0
"Census Tract 184.02"," Queens"," New York",613,478,478,135,"Owner",0,"Renter",NA
"Census Tract 184.02"," Queens"," New York",613,478,478,135,"Owner",135,"Renter",0
"Census Tract 184.02"," Queens"," New York",613,478,478,135,"Owner",135,"Renter",NA
"Census Tract 185"," New York"," New York",2605,1008,1008,1597,"Owner",0,"Renter",0
"Census Tract 185"," New York"," New York",2605,1008,1008,1597,"Owner",0,"Renter",NA
"Census Tract 185"," New York"," New York",2605,1008,1008,1597,"Owner",1597,"Renter",0
"Census Tract 185"," New York"," New York",2605,1008,1008,1597,"Owner",1597,"Renter",NA
"Census Tract 185.01"," Bronx"," New York",1115,15,15,1100,"Owner",0,"Renter",0
"Census Tract 185.01"," Bronx"," New York",1115,15,15,1100,"Owner",0,"Renter",NA
"Census Tract 185.01"," Bronx"," New York",1115,15,15,1100,"Owner",1100,"Renter",0
"Census Tract 185.01"," Bronx"," New York",1115,15,15,1100,"Owner",1100,"Renter",NA
"Census Tract 185.01"," Kings"," New York",1838,187,187,1626,"Owner",0,"Renter",25
"Census Tract 185.01"," Kings"," New York",1838,187,187,1626,"Owner",0,"Renter",NA
"Census Tract 185.01"," Kings"," New York",1838,187,187,1626,"Owner",1651,"Renter",25
"Census Tract 185.01"," Kings"," New York",1838,187,187,1626,"Owner",1651,"Renter",NA
"Census Tract 185.01"," Queens"," New York",1616,667,667,949,"Owner",0,"Renter",0
"Census Tract 185.01"," Queens"," New York",1616,667,667,949,"Owner",0,"Renter",NA
"Census Tract 185.01"," Queens"," New York",1616,667,667,949,"Owner",949,"Renter",0
"Census Tract 185.01"," Queens"," New York",1616,667,667,949,"Owner",949,"Renter",NA
"Census Tract 185.02"," Bronx"," New York",2023,86,86,1937,"Owner",0,"Renter",0
"Census Tract 185.02"," Bronx"," New York",2023,86,86,1937,"Owner",0,"Renter",NA
"Census Tract 185.02"," Bronx"," New York",2023,86,86,1937,"Owner",1937,"Renter",0
"Census Tract 185.02"," Bronx"," New York",2023,86,86,1937,"Owner",1937,"Renter",NA
"Census Tract 185.02"," Queens"," New York",1505,332,332,1173,"Owner",0,"Renter",0
"Census Tract 185.02"," Queens"," New York",1505,332,332,1173,"Owner",0,"Renter",NA
"Census Tract 185.02"," Queens"," New York",1505,332,332,1173,"Owner",1173,"Renter",0
"Census Tract 185.02"," Queens"," New York",1505,332,332,1173,"Owner",1173,"Renter",NA
"Census Tract 186"," Kings"," New York",745,380,380,365,"Owner",0,"Renter",0
"Census Tract 186"," Kings"," New York",745,380,380,365,"Owner",0,"Renter",NA
"Census Tract 186"," Kings"," New York",745,380,380,365,"Owner",365,"Renter",0
"Census Tract 186"," Kings"," New York",745,380,380,365,"Owner",365,"Renter",NA
"Census Tract 186"," New York"," New York",1953,51,51,1902,"Owner",0,"Renter",0
"Census Tract 186"," New York"," New York",1953,51,51,1902,"Owner",0,"Renter",NA
"Census Tract 186"," New York"," New York",1953,51,51,1902,"Owner",1902,"Renter",0
"Census Tract 186"," New York"," New York",1953,51,51,1902,"Owner",1902,"Renter",NA
"Census Tract 186"," Queens"," New York",545,403,388,142,"Owner",15,"Renter",0
"Census Tract 186"," Queens"," New York",545,403,388,142,"Owner",15,"Renter",NA
"Census Tract 186"," Queens"," New York",545,403,388,142,"Owner",142,"Renter",0
"Census Tract 186"," Queens"," New York",545,403,388,142,"Owner",142,"Renter",NA
"Census Tract 187"," Kings"," New York",516,146,146,365,"Owner",0,"Renter",5
"Census Tract 187"," Kings"," New York",516,146,146,365,"Owner",0,"Renter",NA
"Census Tract 187"," Kings"," New York",516,146,146,365,"Owner",370,"Renter",5
"Census Tract 187"," Kings"," New York",516,146,146,365,"Owner",370,"Renter",NA
"Census Tract 187"," New York"," New York",3672,1252,1252,2420,"Owner",0,"Renter",0
"Census Tract 187"," New York"," New York",3672,1252,1252,2420,"Owner",0,"Renter",NA
"Census Tract 187"," New York"," New York",3672,1252,1252,2420,"Owner",2420,"Renter",0
"Census Tract 187"," New York"," New York",3672,1252,1252,2420,"Owner",2420,"Renter",NA
"Census Tract 187"," Queens"," New York",985,431,431,554,"Owner",0,"Renter",0
"Census Tract 187"," Queens"," New York",985,431,431,554,"Owner",0,"Renter",NA
"Census Tract 187"," Queens"," New York",985,431,431,554,"Owner",554,"Renter",0
"Census Tract 187"," Queens"," New York",985,431,431,554,"Owner",554,"Renter",NA
"Census Tract 187.01"," Richmond"," New York",628,462,462,153,"Owner",0,"Renter",13
"Census Tract 187.01"," Richmond"," New York",628,462,462,153,"Owner",0,"Renter",NA
"Census Tract 187.01"," Richmond"," New York",628,462,462,153,"Owner",166,"Renter",13
"Census Tract 187.01"," Richmond"," New York",628,462,462,153,"Owner",166,"Renter",NA
"Census Tract 187.03"," Richmond"," New York",1273,872,872,401,"Owner",0,"Renter",0
"Census Tract 187.03"," Richmond"," New York",1273,872,872,401,"Owner",0,"Renter",NA
"Census Tract 187.03"," Richmond"," New York",1273,872,872,401,"Owner",401,"Renter",0
"Census Tract 187.03"," Richmond"," New York",1273,872,872,401,"Owner",401,"Renter",NA
"Census Tract 187.04"," Richmond"," New York",1176,842,842,334,"Owner",0,"Renter",0
"Census Tract 187.04"," Richmond"," New York",1176,842,842,334,"Owner",0,"Renter",NA
"Census Tract 187.04"," Richmond"," New York",1176,842,842,334,"Owner",334,"Renter",0
"Census Tract 187.04"," Richmond"," New York",1176,842,842,334,"Owner",334,"Renter",NA
"Census Tract 188"," Kings"," New York",1110,473,473,637,"Owner",0,"Renter",0
"Census Tract 188"," Kings"," New York",1110,473,473,637,"Owner",0,"Renter",NA
"Census Tract 188"," Kings"," New York",1110,473,473,637,"Owner",637,"Renter",0
"Census Tract 188"," Kings"," New York",1110,473,473,637,"Owner",637,"Renter",NA
"Census Tract 188"," New York"," New York",2154,90,90,2064,"Owner",0,"Renter",0
"Census Tract 188"," New York"," New York",2154,90,90,2064,"Owner",0,"Renter",NA
"Census Tract 188"," New York"," New York",2154,90,90,2064,"Owner",2064,"Renter",0
"Census Tract 188"," New York"," New York",2154,90,90,2064,"Owner",2064,"Renter",NA
"Census Tract 188"," Queens"," New York",402,254,254,148,"Owner",0,"Renter",0
"Census Tract 188"," Queens"," New York",402,254,254,148,"Owner",0,"Renter",NA
"Census Tract 188"," Queens"," New York",402,254,254,148,"Owner",148,"Renter",0
"Census Tract 188"," Queens"," New York",402,254,254,148,"Owner",148,"Renter",NA
"Census Tract 189"," Bronx"," New York",2753,127,127,2626,"Owner",0,"Renter",0
"Census Tract 189"," Bronx"," New York",2753,127,127,2626,"Owner",0,"Renter",NA
"Census Tract 189"," Bronx"," New York",2753,127,127,2626,"Owner",2626,"Renter",0
"Census Tract 189"," Bronx"," New York",2753,127,127,2626,"Owner",2626,"Renter",NA
"Census Tract 189"," New York"," New York",4584,535,535,4024,"Owner",0,"Renter",25
"Census Tract 189"," New York"," New York",4584,535,535,4024,"Owner",0,"Renter",NA
"Census Tract 189"," New York"," New York",4584,535,535,4024,"Owner",4049,"Renter",25
"Census Tract 189"," New York"," New York",4584,535,535,4024,"Owner",4049,"Renter",NA
"Census Tract 189"," Queens"," New York",1198,326,326,872,"Owner",0,"Renter",0
"Census Tract 189"," Queens"," New York",1198,326,326,872,"Owner",0,"Renter",NA
"Census Tract 189"," Queens"," New York",1198,326,326,872,"Owner",872,"Renter",0
"Census Tract 189"," Queens"," New York",1198,326,326,872,"Owner",872,"Renter",NA
"Census Tract 189.01"," Richmond"," New York",1599,1212,1212,387,"Owner",0,"Renter",0
"Census Tract 189.01"," Richmond"," New York",1599,1212,1212,387,"Owner",0,"Renter",NA
"Census Tract 189.01"," Richmond"," New York",1599,1212,1212,387,"Owner",387,"Renter",0
"Census Tract 189.01"," Richmond"," New York",1599,1212,1212,387,"Owner",387,"Renter",NA
"Census Tract 189.02"," Richmond"," New York",1700,1400,1400,300,"Owner",0,"Renter",0
"Census Tract 189.02"," Richmond"," New York",1700,1400,1400,300,"Owner",0,"Renter",NA
"Census Tract 189.02"," Richmond"," New York",1700,1400,1400,300,"Owner",300,"Renter",0
"Census Tract 189.02"," Richmond"," New York",1700,1400,1400,300,"Owner",300,"Renter",NA
"Census Tract 19.01"," Bronx"," New York",784,8,8,776,"Owner",0,"Renter",0
"Census Tract 19.01"," Bronx"," New York",784,8,8,776,"Owner",0,"Renter",NA
"Census Tract 19.01"," Bronx"," New York",784,8,8,776,"Owner",776,"Renter",0
"Census Tract 19.01"," Bronx"," New York",784,8,8,776,"Owner",776,"Renter",NA
"Census Tract 19.01"," Queens"," New York",489,122,122,367,"Owner",0,"Renter",0
"Census Tract 19.01"," Queens"," New York",489,122,122,367,"Owner",0,"Renter",NA
"Census Tract 19.01"," Queens"," New York",489,122,122,367,"Owner",367,"Renter",0
"Census Tract 19.01"," Queens"," New York",489,122,122,367,"Owner",367,"Renter",NA
"Census Tract 19.02"," Bronx"," New York",329,60,60,269,"Owner",0,"Renter",0
"Census Tract 19.02"," Bronx"," New York",329,60,60,269,"Owner",0,"Renter",NA
"Census Tract 19.02"," Bronx"," New York",329,60,60,269,"Owner",269,"Renter",0
"Census Tract 19.02"," Bronx"," New York",329,60,60,269,"Owner",269,"Renter",NA
"Census Tract 19.02"," Queens"," New York",1727,312,312,1415,"Owner",0,"Renter",0
"Census Tract 19.02"," Queens"," New York",1727,312,312,1415,"Owner",0,"Renter",NA
"Census Tract 19.02"," Queens"," New York",1727,312,312,1415,"Owner",1415,"Renter",0
"Census Tract 19.02"," Queens"," New York",1727,312,312,1415,"Owner",1415,"Renter",NA
"Census Tract 19.03"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 19.03"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 19.03"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 19.03"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 19.03"," Queens"," New York",670,59,59,611,"Owner",0,"Renter",0
"Census Tract 19.03"," Queens"," New York",670,59,59,611,"Owner",0,"Renter",NA
"Census Tract 19.03"," Queens"," New York",670,59,59,611,"Owner",611,"Renter",0
"Census Tract 19.03"," Queens"," New York",670,59,59,611,"Owner",611,"Renter",NA
"Census Tract 19.04"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 19.04"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 19.04"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 19.04"," Bronx"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 190"," Kings"," New York",1511,515,515,996,"Owner",0,"Renter",0
"Census Tract 190"," Kings"," New York",1511,515,515,996,"Owner",0,"Renter",NA
"Census Tract 190"," Kings"," New York",1511,515,515,996,"Owner",996,"Renter",0
"Census Tract 190"," Kings"," New York",1511,515,515,996,"Owner",996,"Renter",NA
"Census Tract 190"," New York"," New York",1688,664,664,999,"Owner",0,"Renter",25
"Census Tract 190"," New York"," New York",1688,664,664,999,"Owner",0,"Renter",NA
"Census Tract 190"," New York"," New York",1688,664,664,999,"Owner",1024,"Renter",25
"Census Tract 190"," New York"," New York",1688,664,664,999,"Owner",1024,"Renter",NA
"Census Tract 190"," Queens"," New York",749,556,556,193,"Owner",0,"Renter",0
"Census Tract 190"," Queens"," New York",749,556,556,193,"Owner",0,"Renter",NA
"Census Tract 190"," Queens"," New York",749,556,556,193,"Owner",193,"Renter",0
"Census Tract 190"," Queens"," New York",749,556,556,193,"Owner",193,"Renter",NA
"Census Tract 191"," Kings"," New York",1142,332,332,810,"Owner",0,"Renter",0
"Census Tract 191"," Kings"," New York",1142,332,332,810,"Owner",0,"Renter",NA
"Census Tract 191"," Kings"," New York",1142,332,332,810,"Owner",810,"Renter",0
"Census Tract 191"," Kings"," New York",1142,332,332,810,"Owner",810,"Renter",NA
"Census Tract 191"," New York"," New York",4458,1956,1956,2369,"Owner",0,"Renter",133
"Census Tract 191"," New York"," New York",4458,1956,1956,2369,"Owner",0,"Renter",NA
"Census Tract 191"," New York"," New York",4458,1956,1956,2369,"Owner",2502,"Renter",133
"Census Tract 191"," New York"," New York",4458,1956,1956,2369,"Owner",2502,"Renter",NA
"Census Tract 192"," Kings"," New York",703,245,245,458,"Owner",0,"Renter",0
"Census Tract 192"," Kings"," New York",703,245,245,458,"Owner",0,"Renter",NA
"Census Tract 192"," Kings"," New York",703,245,245,458,"Owner",458,"Renter",0
"Census Tract 192"," Kings"," New York",703,245,245,458,"Owner",458,"Renter",NA
"Census Tract 192"," New York"," New York",1513,16,16,1497,"Owner",0,"Renter",0
"Census Tract 192"," New York"," New York",1513,16,16,1497,"Owner",0,"Renter",NA
"Census Tract 192"," New York"," New York",1513,16,16,1497,"Owner",1497,"Renter",0
"Census Tract 192"," New York"," New York",1513,16,16,1497,"Owner",1497,"Renter",NA
"Census Tract 192"," Queens"," New York",611,411,411,200,"Owner",0,"Renter",0
"Census Tract 192"," Queens"," New York",611,411,411,200,"Owner",0,"Renter",NA
"Census Tract 192"," Queens"," New York",611,411,411,200,"Owner",200,"Renter",0
"Census Tract 192"," Queens"," New York",611,411,411,200,"Owner",200,"Renter",NA
"Census Tract 193"," Bronx"," New York",2440,96,96,2344,"Owner",0,"Renter",0
"Census Tract 193"," Bronx"," New York",2440,96,96,2344,"Owner",0,"Renter",NA
"Census Tract 193"," Bronx"," New York",2440,96,96,2344,"Owner",2344,"Renter",0
"Census Tract 193"," Bronx"," New York",2440,96,96,2344,"Owner",2344,"Renter",NA
"Census Tract 193"," Kings"," New York",2548,1347,1347,1201,"Owner",0,"Renter",0
"Census Tract 193"," Kings"," New York",2548,1347,1347,1201,"Owner",0,"Renter",NA
"Census Tract 193"," Kings"," New York",2548,1347,1347,1201,"Owner",1201,"Renter",0
"Census Tract 193"," Kings"," New York",2548,1347,1347,1201,"Owner",1201,"Renter",NA
"Census Tract 193"," New York"," New York",3917,664,664,3118,"Owner",0,"Renter",135
