"","GEOID","Census_Tract","County","State","Total","Total_Owner","Total_Renter","Owner_Category","Owner_Count","Renter_Category","Renter_Count"
"945","Census Tract 1241"," Queens"," New York",1384,894,894,490,"Owner",0,"Renter",0
"946","Census Tract 1241"," Queens"," New York",1384,894,894,490,"Owner",0,"Renter",NA
"947","Census Tract 1241"," Queens"," New York",1384,894,894,490,"Owner",490,"Renter",0
"948","Census Tract 1241"," Queens"," New York",1384,894,894,490,"Owner",490,"Renter",NA
"949","Census Tract 1247"," Queens"," New York",1104,971,971,133,"Owner",0,"Renter",0
"950","Census Tract 1247"," Queens"," New York",1104,971,971,133,"Owner",0,"Renter",NA
"951","Census Tract 1247"," Queens"," New York",1104,971,971,133,"Owner",133,"Renter",0
"952","Census Tract 1247"," Queens"," New York",1104,971,971,133,"Owner",133,"Renter",NA
"953","Census Tract 125"," Bronx"," New York",1260,305,305,955,"Owner",0,"Renter",0
"954","Census Tract 125"," Bronx"," New York",1260,305,305,955,"Owner",0,"Renter",NA
"955","Census Tract 125"," Bronx"," New York",1260,305,305,955,"Owner",955,"Renter",0
"956","Census Tract 125"," Bronx"," New York",1260,305,305,955,"Owner",955,"Renter",NA
"957","Census Tract 125"," New York"," New York",1475,108,108,1342,"Owner",0,"Renter",25
"958","Census Tract 125"," New York"," New York",1475,108,108,1342,"Owner",0,"Renter",NA
"959","Census Tract 125"," New York"," New York",1475,108,108,1342,"Owner",1367,"Renter",25
"960","Census Tract 125"," New York"," New York",1475,108,108,1342,"Owner",1367,"Renter",NA
"961","Census Tract 125"," Queens"," New York",664,91,91,573,"Owner",0,"Renter",0
"962","Census Tract 125"," Queens"," New York",664,91,91,573,"Owner",0,"Renter",NA
"963","Census Tract 125"," Queens"," New York",664,91,91,573,"Owner",573,"Renter",0
"964","Census Tract 125"," Queens"," New York",664,91,91,573,"Owner",573,"Renter",NA
"965","Census Tract 125"," Richmond"," New York",1035,655,655,380,"Owner",0,"Renter",0
"966","Census Tract 125"," Richmond"," New York",1035,655,655,380,"Owner",0,"Renter",NA
"967","Census Tract 125"," Richmond"," New York",1035,655,655,380,"Owner",380,"Renter",0
"968","Census Tract 125"," Richmond"," New York",1035,655,655,380,"Owner",380,"Renter",NA
"969","Census Tract 1257"," Queens"," New York",974,461,461,513,"Owner",0,"Renter",0
"970","Census Tract 1257"," Queens"," New York",974,461,461,513,"Owner",0,"Renter",NA
"971","Census Tract 1257"," Queens"," New York",974,461,461,513,"Owner",513,"Renter",0
"972","Census Tract 1257"," Queens"," New York",974,461,461,513,"Owner",513,"Renter",NA
"973","Census Tract 126"," Kings"," New York",842,256,256,586,"Owner",0,"Renter",0
"974","Census Tract 126"," Kings"," New York",842,256,256,586,"Owner",0,"Renter",NA
"975","Census Tract 126"," Kings"," New York",842,256,256,586,"Owner",586,"Renter",0
"976","Census Tract 126"," Kings"," New York",842,256,256,586,"Owner",586,"Renter",NA
"977","Census Tract 126.01"," New York"," New York",3805,2202,2202,1531,"Owner",0,"Renter",72
"978","Census Tract 126.01"," New York"," New York",3805,2202,2202,1531,"Owner",0,"Renter",NA
"979","Census Tract 126.01"," New York"," New York",3805,2202,2202,1531,"Owner",1603,"Renter",72
"980","Census Tract 126.01"," New York"," New York",3805,2202,2202,1531,"Owner",1603,"Renter",NA
"981","Census Tract 126.01"," Queens"," New York",724,328,328,396,"Owner",0,"Renter",0
"982","Census Tract 126.01"," Queens"," New York",724,328,328,396,"Owner",0,"Renter",NA
"983","Census Tract 126.01"," Queens"," New York",724,328,328,396,"Owner",396,"Renter",0
"984","Census Tract 126.01"," Queens"," New York",724,328,328,396,"Owner",396,"Renter",NA
"985","Census Tract 126.02"," New York"," New York",2658,999,999,1659,"Owner",0,"Renter",0
"986","Census Tract 126.02"," New York"," New York",2658,999,999,1659,"Owner",0,"Renter",NA
"987","Census Tract 126.02"," New York"," New York",2658,999,999,1659,"Owner",1659,"Renter",0
"988","Census Tract 126.02"," New York"," New York",2658,999,999,1659,"Owner",1659,"Renter",NA
"989","Census Tract 126.02"," Queens"," New York",754,384,379,370,"Owner",5,"Renter",0
"990","Census Tract 126.02"," Queens"," New York",754,384,379,370,"Owner",5,"Renter",NA
"991","Census Tract 126.02"," Queens"," New York",754,384,379,370,"Owner",370,"Renter",0
"992","Census Tract 126.02"," Queens"," New York",754,384,379,370,"Owner",370,"Renter",NA
"993","Census Tract 1265"," Queens"," New York",528,388,388,140,"Owner",0,"Renter",0
"994","Census Tract 1265"," Queens"," New York",528,388,388,140,"Owner",0,"Renter",NA
"995","Census Tract 1265"," Queens"," New York",528,388,388,140,"Owner",140,"Renter",0
"996","Census Tract 1265"," Queens"," New York",528,388,388,140,"Owner",140,"Renter",NA
"997","Census Tract 1267"," Queens"," New York",717,502,502,215,"Owner",0,"Renter",0
"998","Census Tract 1267"," Queens"," New York",717,502,502,215,"Owner",0,"Renter",NA
"999","Census Tract 1267"," Queens"," New York",717,502,502,215,"Owner",215,"Renter",0
"1000","Census Tract 1267"," Queens"," New York",717,502,502,215,"Owner",215,"Renter",NA
"1001","Census Tract 127"," Kings"," New York",1622,310,310,1299,"Owner",0,"Renter",13
"1002","Census Tract 127"," Kings"," New York",1622,310,310,1299,"Owner",0,"Renter",NA
"1003","Census Tract 127"," Kings"," New York",1622,310,310,1299,"Owner",1312,"Renter",13
"1004","Census Tract 127"," Kings"," New York",1622,310,310,1299,"Owner",1312,"Renter",NA
"1005","Census Tract 127"," New York"," New York",4070,936,936,3109,"Owner",0,"Renter",25
"1006","Census Tract 127"," New York"," New York",4070,936,936,3109,"Owner",0,"Renter",NA
"1007","Census Tract 127"," New York"," New York",4070,936,936,3109,"Owner",3134,"Renter",25
"1008","Census Tract 127"," New York"," New York",4070,936,936,3109,"Owner",3134,"Renter",NA
"1009","Census Tract 127.01"," Bronx"," New York",732,150,150,582,"Owner",0,"Renter",0
"1010","Census Tract 127.01"," Bronx"," New York",732,150,150,582,"Owner",0,"Renter",NA
"1011","Census Tract 127.01"," Bronx"," New York",732,150,150,582,"Owner",582,"Renter",0
"1012","Census Tract 127.01"," Bronx"," New York",732,150,150,582,"Owner",582,"Renter",NA
"1013","Census Tract 1277"," Queens"," New York",1043,969,969,74,"Owner",0,"Renter",0
"1014","Census Tract 1277"," Queens"," New York",1043,969,969,74,"Owner",0,"Renter",NA
"1015","Census Tract 1277"," Queens"," New York",1043,969,969,74,"Owner",74,"Renter",0
"1016","Census Tract 1277"," Queens"," New York",1043,969,969,74,"Owner",74,"Renter",NA
"1017","Census Tract 128"," New York"," New York",2342,1890,1890,452,"Owner",0,"Renter",0
"1018","Census Tract 128"," New York"," New York",2342,1890,1890,452,"Owner",0,"Renter",NA
"1019","Census Tract 128"," New York"," New York",2342,1890,1890,452,"Owner",452,"Renter",0
"1020","Census Tract 128"," New York"," New York",2342,1890,1890,452,"Owner",452,"Renter",NA
"1021","Census Tract 128"," Queens"," New York",737,372,372,365,"Owner",0,"Renter",0
"1022","Census Tract 128"," Queens"," New York",737,372,372,365,"Owner",0,"Renter",NA
"1023","Census Tract 128"," Queens"," New York",737,372,372,365,"Owner",365,"Renter",0
"1024","Census Tract 128"," Queens"," New York",737,372,372,365,"Owner",365,"Renter",NA
"1025","Census Tract 128.01"," Kings"," New York",798,253,247,545,"Owner",6,"Renter",0
"1026","Census Tract 128.01"," Kings"," New York",798,253,247,545,"Owner",6,"Renter",NA
"1027","Census Tract 128.01"," Kings"," New York",798,253,247,545,"Owner",545,"Renter",0
"1028","Census Tract 128.01"," Kings"," New York",798,253,247,545,"Owner",545,"Renter",NA
"1029","Census Tract 128.04"," Richmond"," New York",1528,1054,1054,474,"Owner",0,"Renter",0
"1030","Census Tract 128.04"," Richmond"," New York",1528,1054,1054,474,"Owner",0,"Renter",NA
"1031","Census Tract 128.04"," Richmond"," New York",1528,1054,1054,474,"Owner",474,"Renter",0
"1032","Census Tract 128.04"," Richmond"," New York",1528,1054,1054,474,"Owner",474,"Renter",NA
"1033","Census Tract 128.05"," Richmond"," New York",792,644,644,148,"Owner",0,"Renter",0
"1034","Census Tract 128.05"," Richmond"," New York",792,644,644,148,"Owner",0,"Renter",NA
"1035","Census Tract 128.05"," Richmond"," New York",792,644,644,148,"Owner",148,"Renter",0
"1036","Census Tract 128.05"," Richmond"," New York",792,644,644,148,"Owner",148,"Renter",NA
"1037","Census Tract 128.06"," Richmond"," New York",2243,803,803,1440,"Owner",0,"Renter",0
"1038","Census Tract 128.06"," Richmond"," New York",2243,803,803,1440,"Owner",0,"Renter",NA
"1039","Census Tract 128.06"," Richmond"," New York",2243,803,803,1440,"Owner",1440,"Renter",0
"1040","Census Tract 128.06"," Richmond"," New York",2243,803,803,1440,"Owner",1440,"Renter",NA
"1041","Census Tract 1283"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"1042","Census Tract 1283"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"1043","Census Tract 1283"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"1044","Census Tract 1283"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"1045","Census Tract 129.01"," Bronx"," New York",1590,90,90,1500,"Owner",0,"Renter",0
"1046","Census Tract 129.01"," Bronx"," New York",1590,90,90,1500,"Owner",0,"Renter",NA
"1047","Census Tract 129.01"," Bronx"," New York",1590,90,90,1500,"Owner",1500,"Renter",0
"1048","Census Tract 129.01"," Bronx"," New York",1590,90,90,1500,"Owner",1500,"Renter",NA
"1049","Census Tract 129.01"," Kings"," New York",911,352,352,559,"Owner",0,"Renter",0
"1050","Census Tract 129.01"," Kings"," New York",911,352,352,559,"Owner",0,"Renter",NA
"1051","Census Tract 129.01"," Kings"," New York",911,352,352,559,"Owner",559,"Renter",0
"1052","Census Tract 129.01"," Kings"," New York",911,352,352,559,"Owner",559,"Renter",NA
"1053","Census Tract 129.01"," New York"," New York",3742,547,547,3195,"Owner",0,"Renter",0
"1054","Census Tract 129.01"," New York"," New York",3742,547,547,3195,"Owner",0,"Renter",NA
"1055","Census Tract 129.01"," New York"," New York",3742,547,547,3195,"Owner",3195,"Renter",0
"1056","Census Tract 129.01"," New York"," New York",3742,547,547,3195,"Owner",3195,"Renter",NA
"1057","Census Tract 129.02"," Kings"," New York",1168,221,221,941,"Owner",0,"Renter",6
"1058","Census Tract 129.02"," Kings"," New York",1168,221,221,941,"Owner",0,"Renter",NA
"1059","Census Tract 129.02"," Kings"," New York",1168,221,221,941,"Owner",947,"Renter",6
"1060","Census Tract 129.02"," Kings"," New York",1168,221,221,941,"Owner",947,"Renter",NA
"1061","Census Tract 129.02"," New York"," New York",1286,298,298,988,"Owner",0,"Renter",0
"1062","Census Tract 129.02"," New York"," New York",1286,298,298,988,"Owner",0,"Renter",NA
"1063","Census Tract 129.02"," New York"," New York",1286,298,298,988,"Owner",988,"Renter",0
"1064","Census Tract 129.02"," New York"," New York",1286,298,298,988,"Owner",988,"Renter",NA
"1065","Census Tract 1291.02"," Queens"," New York",1227,1096,1096,131,"Owner",0,"Renter",0
"1066","Census Tract 1291.02"," Queens"," New York",1227,1096,1096,131,"Owner",0,"Renter",NA
"1067","Census Tract 1291.02"," Queens"," New York",1227,1096,1096,131,"Owner",131,"Renter",0
"1068","Census Tract 1291.02"," Queens"," New York",1227,1096,1096,131,"Owner",131,"Renter",NA
"1069","Census Tract 1291.03"," Queens"," New York",1922,1522,1513,400,"Owner",9,"Renter",0
"1070","Census Tract 1291.03"," Queens"," New York",1922,1522,1513,400,"Owner",9,"Renter",NA
"1071","Census Tract 1291.03"," Queens"," New York",1922,1522,1513,400,"Owner",400,"Renter",0
"1072","Census Tract 1291.03"," Queens"," New York",1922,1522,1513,400,"Owner",400,"Renter",NA
"1073","Census Tract 1291.04"," Queens"," New York",1726,1286,1286,431,"Owner",0,"Renter",9
"1074","Census Tract 1291.04"," Queens"," New York",1726,1286,1286,431,"Owner",0,"Renter",NA
"1075","Census Tract 1291.04"," Queens"," New York",1726,1286,1286,431,"Owner",440,"Renter",9
"1076","Census Tract 1291.04"," Queens"," New York",1726,1286,1286,431,"Owner",440,"Renter",NA
"1077","Census Tract 13"," Kings"," New York",1021,819,819,202,"Owner",0,"Renter",0
"1078","Census Tract 13"," Kings"," New York",1021,819,819,202,"Owner",0,"Renter",NA
"1079","Census Tract 13"," Kings"," New York",1021,819,819,202,"Owner",202,"Renter",0
"1080","Census Tract 13"," Kings"," New York",1021,819,819,202,"Owner",202,"Renter",NA
"1081","Census Tract 13"," New York"," New York",2695,427,427,2256,"Owner",0,"Renter",12
"1082","Census Tract 13"," New York"," New York",2695,427,427,2256,"Owner",0,"Renter",NA
"1083","Census Tract 13"," New York"," New York",2695,427,427,2256,"Owner",2268,"Renter",12
"1084","Census Tract 13"," New York"," New York",2695,427,427,2256,"Owner",2268,"Renter",NA
"1085","Census Tract 130"," Bronx"," New York",461,281,281,180,"Owner",0,"Renter",0
"1086","Census Tract 130"," Bronx"," New York",461,281,281,180,"Owner",0,"Renter",NA
"1087","Census Tract 130"," Bronx"," New York",461,281,281,180,"Owner",180,"Renter",0
"1088","Census Tract 130"," Bronx"," New York",461,281,281,180,"Owner",180,"Renter",NA
"1089","Census Tract 130"," Kings"," New York",1557,373,373,1184,"Owner",0,"Renter",0
"1090","Census Tract 130"," Kings"," New York",1557,373,373,1184,"Owner",0,"Renter",NA
"1091","Census Tract 130"," Kings"," New York",1557,373,373,1184,"Owner",1184,"Renter",0
"1092","Census Tract 130"," Kings"," New York",1557,373,373,1184,"Owner",1184,"Renter",NA
"1093","Census Tract 130"," New York"," New York",1677,1239,1222,438,"Owner",17,"Renter",0
"1094","Census Tract 130"," New York"," New York",1677,1239,1222,438,"Owner",17,"Renter",NA
"1095","Census Tract 130"," New York"," New York",1677,1239,1222,438,"Owner",438,"Renter",0
"1096","Census Tract 130"," New York"," New York",1677,1239,1222,438,"Owner",438,"Renter",NA
"1097","Census Tract 130"," Queens"," New York",614,248,248,366,"Owner",0,"Renter",0
"1098","Census Tract 130"," Queens"," New York",614,248,248,366,"Owner",0,"Renter",NA
"1099","Census Tract 130"," Queens"," New York",614,248,248,366,"Owner",366,"Renter",0
"1100","Census Tract 130"," Queens"," New York",614,248,248,366,"Owner",366,"Renter",NA
"1101","Census Tract 1301"," Queens"," New York",1466,1289,1289,177,"Owner",0,"Renter",0
"1102","Census Tract 1301"," Queens"," New York",1466,1289,1289,177,"Owner",0,"Renter",NA
"1103","Census Tract 1301"," Queens"," New York",1466,1289,1289,177,"Owner",177,"Renter",0
"1104","Census Tract 1301"," Queens"," New York",1466,1289,1289,177,"Owner",177,"Renter",NA
"1105","Census Tract 131"," Bronx"," New York",2098,214,214,1884,"Owner",0,"Renter",0
"1106","Census Tract 131"," Bronx"," New York",2098,214,214,1884,"Owner",0,"Renter",NA
"1107","Census Tract 131"," Bronx"," New York",2098,214,214,1884,"Owner",1884,"Renter",0
"1108","Census Tract 131"," Bronx"," New York",2098,214,214,1884,"Owner",1884,"Renter",NA
"1109","Census Tract 131"," Kings"," New York",1976,755,755,1221,"Owner",0,"Renter",0
"1110","Census Tract 131"," Kings"," New York",1976,755,755,1221,"Owner",0,"Renter",NA
"1111","Census Tract 131"," Kings"," New York",1976,755,755,1221,"Owner",1221,"Renter",0
"1112","Census Tract 131"," Kings"," New York",1976,755,755,1221,"Owner",1221,"Renter",NA
"1113","Census Tract 131"," New York"," New York",1839,250,250,1589,"Owner",0,"Renter",0
"1114","Census Tract 131"," New York"," New York",1839,250,250,1589,"Owner",0,"Renter",NA
"1115","Census Tract 131"," New York"," New York",1839,250,250,1589,"Owner",1589,"Renter",0
"1116","Census Tract 131"," New York"," New York",1839,250,250,1589,"Owner",1589,"Renter",NA
"1117","Census Tract 132"," Bronx"," New York",2596,1662,1662,934,"Owner",0,"Renter",0
"1118","Census Tract 132"," Bronx"," New York",2596,1662,1662,934,"Owner",0,"Renter",NA
"1119","Census Tract 132"," Bronx"," New York",2596,1662,1662,934,"Owner",934,"Renter",0
"1120","Census Tract 132"," Bronx"," New York",2596,1662,1662,934,"Owner",934,"Renter",NA
"1121","Census Tract 132"," Kings"," New York",695,312,312,383,"Owner",0,"Renter",0
"1122","Census Tract 132"," Kings"," New York",695,312,312,383,"Owner",0,"Renter",NA
"1123","Census Tract 132"," Kings"," New York",695,312,312,383,"Owner",383,"Renter",0
"1124","Census Tract 132"," Kings"," New York",695,312,312,383,"Owner",383,"Renter",NA
"1125","Census Tract 132"," Queens"," New York",654,286,286,368,"Owner",0,"Renter",0
"1126","Census Tract 132"," Queens"," New York",654,286,286,368,"Owner",0,"Renter",NA
"1127","Census Tract 132"," Queens"," New York",654,286,286,368,"Owner",368,"Renter",0
"1128","Census Tract 132"," Queens"," New York",654,286,286,368,"Owner",368,"Renter",NA
"1129","Census Tract 132.01"," New York"," New York",1476,361,361,1115,"Owner",0,"Renter",0
"1130","Census Tract 132.01"," New York"," New York",1476,361,361,1115,"Owner",0,"Renter",NA
"1131","Census Tract 132.01"," New York"," New York",1476,361,361,1115,"Owner",1115,"Renter",0
"1132","Census Tract 132.01"," New York"," New York",1476,361,361,1115,"Owner",1115,"Renter",NA
"1133","Census Tract 132.01"," Richmond"," New York",496,445,441,51,"Owner",4,"Renter",0
"1134","Census Tract 132.01"," Richmond"," New York",496,445,441,51,"Owner",4,"Renter",NA
"1135","Census Tract 132.01"," Richmond"," New York",496,445,441,51,"Owner",51,"Renter",0
"1136","Census Tract 132.01"," Richmond"," New York",496,445,441,51,"Owner",51,"Renter",NA
"1137","Census Tract 132.02"," New York"," New York",1641,86,86,1555,"Owner",0,"Renter",0
"1138","Census Tract 132.02"," New York"," New York",1641,86,86,1555,"Owner",0,"Renter",NA
"1139","Census Tract 132.02"," New York"," New York",1641,86,86,1555,"Owner",1555,"Renter",0
"1140","Census Tract 132.02"," New York"," New York",1641,86,86,1555,"Owner",1555,"Renter",NA
"1141","Census Tract 132.03"," New York"," New York",2931,404,404,2527,"Owner",0,"Renter",0
"1142","Census Tract 132.03"," New York"," New York",2931,404,404,2527,"Owner",0,"Renter",NA
"1143","Census Tract 132.03"," New York"," New York",2931,404,404,2527,"Owner",2527,"Renter",0
"1144","Census Tract 132.03"," New York"," New York",2931,404,404,2527,"Owner",2527,"Renter",NA
"1145","Census Tract 132.03"," Richmond"," New York",2044,1617,1617,427,"Owner",0,"Renter",0
"1146","Census Tract 132.03"," Richmond"," New York",2044,1617,1617,427,"Owner",0,"Renter",NA
"1147","Census Tract 132.03"," Richmond"," New York",2044,1617,1617,427,"Owner",427,"Renter",0
"1148","Census Tract 132.03"," Richmond"," New York",2044,1617,1617,427,"Owner",427,"Renter",NA
"1149","Census Tract 132.04"," Richmond"," New York",1749,1252,1252,497,"Owner",0,"Renter",0
"1150","Census Tract 132.04"," Richmond"," New York",1749,1252,1252,497,"Owner",0,"Renter",NA
"1151","Census Tract 132.04"," Richmond"," New York",1749,1252,1252,497,"Owner",497,"Renter",0
"1152","Census Tract 132.04"," Richmond"," New York",1749,1252,1252,497,"Owner",497,"Renter",NA
"1153","Census Tract 133"," Bronx"," New York",2276,167,167,2109,"Owner",0,"Renter",0
"1154","Census Tract 133"," Bronx"," New York",2276,167,167,2109,"Owner",0,"Renter",NA
"1155","Census Tract 133"," Bronx"," New York",2276,167,167,2109,"Owner",2109,"Renter",0
"1156","Census Tract 133"," Bronx"," New York",2276,167,167,2109,"Owner",2109,"Renter",NA
"1157","Census Tract 133"," Kings"," New York",1794,702,702,1092,"Owner",0,"Renter",0
"1158","Census Tract 133"," Kings"," New York",1794,702,702,1092,"Owner",0,"Renter",NA
"1159","Census Tract 133"," Kings"," New York",1794,702,702,1092,"Owner",1092,"Renter",0
"1160","Census Tract 133"," Kings"," New York",1794,702,702,1092,"Owner",1092,"Renter",NA
"1161","Census Tract 133"," New York"," New York",3725,719,719,2921,"Owner",0,"Renter",85
"1162","Census Tract 133"," New York"," New York",3725,719,719,2921,"Owner",0,"Renter",NA
"1163","Census Tract 133"," New York"," New York",3725,719,719,2921,"Owner",3006,"Renter",85
"1164","Census Tract 133"," New York"," New York",3725,719,719,2921,"Owner",3006,"Renter",NA
"1165","Census Tract 133.01"," Richmond"," New York",489,8,8,481,"Owner",0,"Renter",0
"1166","Census Tract 133.01"," Richmond"," New York",489,8,8,481,"Owner",0,"Renter",NA
"1167","Census Tract 133.01"," Richmond"," New York",489,8,8,481,"Owner",481,"Renter",0
"1168","Census Tract 133.01"," Richmond"," New York",489,8,8,481,"Owner",481,"Renter",NA
"1169","Census Tract 133.02"," Richmond"," New York",983,392,392,591,"Owner",0,"Renter",0
"1170","Census Tract 133.02"," Richmond"," New York",983,392,392,591,"Owner",0,"Renter",NA
"1171","Census Tract 133.02"," Richmond"," New York",983,392,392,591,"Owner",591,"Renter",0
"1172","Census Tract 133.02"," Richmond"," New York",983,392,392,591,"Owner",591,"Renter",NA
"1173","Census Tract 1333"," Queens"," New York",1234,1010,1010,224,"Owner",0,"Renter",0
"1174","Census Tract 1333"," Queens"," New York",1234,1010,1010,224,"Owner",0,"Renter",NA
"1175","Census Tract 1333"," Queens"," New York",1234,1010,1010,224,"Owner",224,"Renter",0
"1176","Census Tract 1333"," Queens"," New York",1234,1010,1010,224,"Owner",224,"Renter",NA
"1177","Census Tract 1339"," Queens"," New York",405,387,382,18,"Owner",5,"Renter",0
"1178","Census Tract 1339"," Queens"," New York",405,387,382,18,"Owner",5,"Renter",NA
"1179","Census Tract 1339"," Queens"," New York",405,387,382,18,"Owner",18,"Renter",0
"1180","Census Tract 1339"," Queens"," New York",405,387,382,18,"Owner",18,"Renter",NA
"1181","Census Tract 134"," Kings"," New York",1385,540,540,845,"Owner",0,"Renter",0
"1182","Census Tract 134"," Kings"," New York",1385,540,540,845,"Owner",0,"Renter",NA
"1183","Census Tract 134"," Kings"," New York",1385,540,540,845,"Owner",845,"Renter",0
"1184","Census Tract 134"," Kings"," New York",1385,540,540,845,"Owner",845,"Renter",NA
"1185","Census Tract 134"," New York"," New York",6116,2339,2339,3777,"Owner",0,"Renter",0
"1186","Census Tract 134"," New York"," New York",6116,2339,2339,3777,"Owner",0,"Renter",NA
"1187","Census Tract 134"," New York"," New York",6116,2339,2339,3777,"Owner",3777,"Renter",0
"1188","Census Tract 134"," New York"," New York",6116,2339,2339,3777,"Owner",3777,"Renter",NA
"1189","Census Tract 134"," Queens"," New York",2133,691,691,1442,"Owner",0,"Renter",0
"1190","Census Tract 134"," Queens"," New York",2133,691,691,1442,"Owner",0,"Renter",NA
"1191","Census Tract 134"," Queens"," New York",2133,691,691,1442,"Owner",1442,"Renter",0
"1192","Census Tract 134"," Queens"," New York",2133,691,691,1442,"Owner",1442,"Renter",NA
"1193","Census Tract 134"," Richmond"," New York",1416,1006,1006,410,"Owner",0,"Renter",0
"1194","Census Tract 134"," Richmond"," New York",1416,1006,1006,410,"Owner",0,"Renter",NA
"1195","Census Tract 134"," Richmond"," New York",1416,1006,1006,410,"Owner",410,"Renter",0
"1196","Census Tract 134"," Richmond"," New York",1416,1006,1006,410,"Owner",410,"Renter",NA
"1197","Census Tract 1341"," Queens"," New York",1085,745,745,340,"Owner",0,"Renter",0
"1198","Census Tract 1341"," Queens"," New York",1085,745,745,340,"Owner",0,"Renter",NA
"1199","Census Tract 1341"," Queens"," New York",1085,745,745,340,"Owner",340,"Renter",0
"1200","Census Tract 1341"," Queens"," New York",1085,745,745,340,"Owner",340,"Renter",NA
"1201","Census Tract 1347.01"," Queens"," New York",1850,124,124,1726,"Owner",0,"Renter",0
"1202","Census Tract 1347.01"," Queens"," New York",1850,124,124,1726,"Owner",0,"Renter",NA
"1203","Census Tract 1347.01"," Queens"," New York",1850,124,124,1726,"Owner",1726,"Renter",0
"1204","Census Tract 1347.01"," Queens"," New York",1850,124,124,1726,"Owner",1726,"Renter",NA
"1205","Census Tract 1347.02"," Queens"," New York",1836,484,470,1352,"Owner",14,"Renter",0
"1206","Census Tract 1347.02"," Queens"," New York",1836,484,470,1352,"Owner",14,"Renter",NA
"1207","Census Tract 1347.02"," Queens"," New York",1836,484,470,1352,"Owner",1352,"Renter",0
"1208","Census Tract 1347.02"," Queens"," New York",1836,484,470,1352,"Owner",1352,"Renter",NA
"1209","Census Tract 135"," Bronx"," New York",1473,97,97,1372,"Owner",0,"Renter",4
"1210","Census Tract 135"," Bronx"," New York",1473,97,97,1372,"Owner",0,"Renter",NA
"1211","Census Tract 135"," Bronx"," New York",1473,97,97,1372,"Owner",1376,"Renter",4
"1212","Census Tract 135"," Bronx"," New York",1473,97,97,1372,"Owner",1376,"Renter",NA
"1213","Census Tract 135"," Kings"," New York",1497,823,823,674,"Owner",0,"Renter",0
"1214","Census Tract 135"," Kings"," New York",1497,823,823,674,"Owner",0,"Renter",NA
"1215","Census Tract 135"," Kings"," New York",1497,823,823,674,"Owner",674,"Renter",0
"1216","Census Tract 135"," Kings"," New York",1497,823,823,674,"Owner",674,"Renter",NA
"1217","Census Tract 135"," Queens"," New York",483,286,286,197,"Owner",0,"Renter",0
"1218","Census Tract 135"," Queens"," New York",483,286,286,197,"Owner",0,"Renter",NA
"1219","Census Tract 135"," Queens"," New York",483,286,286,197,"Owner",197,"Renter",0
"1220","Census Tract 135"," Queens"," New York",483,286,286,197,"Owner",197,"Renter",NA
"1221","Census Tract 135.01"," New York"," New York",2443,111,111,2332,"Owner",0,"Renter",0
"1222","Census Tract 135.01"," New York"," New York",2443,111,111,2332,"Owner",0,"Renter",NA
"1223","Census Tract 135.01"," New York"," New York",2443,111,111,2332,"Owner",2332,"Renter",0
"1224","Census Tract 135.01"," New York"," New York",2443,111,111,2332,"Owner",2332,"Renter",NA
"1225","Census Tract 135.02"," New York"," New York",2893,108,108,2785,"Owner",0,"Renter",0
"1226","Census Tract 135.02"," New York"," New York",2893,108,108,2785,"Owner",0,"Renter",NA
"1227","Census Tract 135.02"," New York"," New York",2893,108,108,2785,"Owner",2785,"Renter",0
"1228","Census Tract 135.02"," New York"," New York",2893,108,108,2785,"Owner",2785,"Renter",NA
"1229","Census Tract 136"," Kings"," New York",1403,659,659,744,"Owner",0,"Renter",0
"1230","Census Tract 136"," Kings"," New York",1403,659,659,744,"Owner",0,"Renter",NA
"1231","Census Tract 136"," Kings"," New York",1403,659,659,744,"Owner",744,"Renter",0
"1232","Census Tract 136"," Kings"," New York",1403,659,659,744,"Owner",744,"Renter",NA
"1233","Census Tract 136"," Queens"," New York",781,313,313,468,"Owner",0,"Renter",0
"1234","Census Tract 136"," Queens"," New York",781,313,313,468,"Owner",0,"Renter",NA
"1235","Census Tract 136"," Queens"," New York",781,313,313,468,"Owner",468,"Renter",0
"1236","Census Tract 136"," Queens"," New York",781,313,313,468,"Owner",468,"Renter",NA
"1237","Census Tract 136.01"," New York"," New York",814,614,614,200,"Owner",0,"Renter",0
"1238","Census Tract 136.01"," New York"," New York",814,614,614,200,"Owner",0,"Renter",NA
"1239","Census Tract 136.01"," New York"," New York",814,614,614,200,"Owner",200,"Renter",0
"1240","Census Tract 136.01"," New York"," New York",814,614,614,200,"Owner",200,"Renter",NA
"1241","Census Tract 136.02"," New York"," New York",2993,1040,1040,1953,"Owner",0,"Renter",0
"1242","Census Tract 136.02"," New York"," New York",2993,1040,1040,1953,"Owner",0,"Renter",NA
"1243","Census Tract 136.02"," New York"," New York",2993,1040,1040,1953,"Owner",1953,"Renter",0
"1244","Census Tract 136.02"," New York"," New York",2993,1040,1040,1953,"Owner",1953,"Renter",NA
"1245","Census Tract 136.03"," New York"," New York",1880,139,139,1741,"Owner",0,"Renter",0
"1246","Census Tract 136.03"," New York"," New York",1880,139,139,1741,"Owner",0,"Renter",NA
"1247","Census Tract 136.03"," New York"," New York",1880,139,139,1741,"Owner",1741,"Renter",0
